cluster	gene	probability
4	ENSDARG00000060929	0.8129
4	ENSDARG00000060941	0.8497
4	ENSDARG00000060948	0.8240
4	ENSDARG00000061000	0.8346
4	ENSDARG00000061031	0.7721
4	ENSDARG00000061042	0.4094
4	ENSDARG00000061051	0.7860
4	ENSDARG00000061143	0.8178
4	ENSDARG00000061191	0.7730
4	ENSDARG00000061215	0.7721
4	ENSDARG00000061292	0.8276
4	ENSDARG00000061351	0.6857
4	ENSDARG00000061363	0.8257
4	ENSDARG00000061421	0.1301
4	ENSDARG00000061454	0.8633
4	ENSDARG00000061473	0.7338
4	ENSDARG00000061517	0.8647
4	ENSDARG00000061520	0.4263
4	ENSDARG00000061562	0.8706
4	ENSDARG00000061580	0.2446
4	ENSDARG00000061602	0.6112
4	ENSDARG00000061636	0.8544
4	ENSDARG00000061647	0.8152
4	ENSDARG00000061692	0.8689
4	ENSDARG00000061778	0.7875
4	ENSDARG00000061817	0.8523
4	ENSDARG00000061864	0.8318
4	ENSDARG00000061918	0.7926
4	ENSDARG00000061989	0.8174
4	ENSDARG00000062024	0.8526
4	ENSDARG00000062042	0.8435
4	ENSDARG00000062045	0.8606
4	ENSDARG00000062056	0.8585
4	ENSDARG00000062080	0.8590
4	ENSDARG00000062174	0.8094
4	ENSDARG00000062208	0.8558
4	ENSDARG00000062293	0.6442
4	ENSDARG00000062309	0.8380
4	ENSDARG00000062323	0.8078
4	ENSDARG00000062329	0.8258
4	ENSDARG00000062330	0.4861
4	ENSDARG00000062346	0.7399
4	ENSDARG00000062347	0.8701
4	ENSDARG00000062361	0.1152
4	ENSDARG00000062376	0.8631
4	ENSDARG00000062448	0.8409
4	ENSDARG00000062462	0.7891
4	ENSDARG00000062471	0.6325
4	ENSDARG00000062621	0.8223
4	ENSDARG00000062632	0.8007
4	ENSDARG00000062693	0.4377
4	ENSDARG00000062744	0.8628
4	ENSDARG00000062790	0.8569
4	ENSDARG00000062797	0.8687
4	ENSDARG00000062821	0.8679
4	ENSDARG00000062956	0.5942
4	ENSDARG00000063007	0.8537
4	ENSDARG00000063018	0.8557
4	ENSDARG00000063019	0.8518
4	ENSDARG00000063144	0.8384
4	ENSDARG00000063157	0.8616
4	ENSDARG00000063167	0.8124
4	ENSDARG00000063180	0.8624
4	ENSDARG00000063268	0.8436
4	ENSDARG00000063332	0.7843
4	ENSDARG00000063375	0.8444
4	ENSDARG00000063481	0.7921
4	ENSDARG00000063519	0.8466
4	ENSDARG00000063568	0.6181
4	ENSDARG00000063730	0.8459
4	ENSDARG00000067549	0.8312
4	ENSDARG00000067665	0.8480
4	ENSDARG00000067781	0.7884
4	ENSDARG00000067964	0.8546
4	ENSDARG00000067999	0.8499
4	ENSDARG00000068138	0.8298
4	ENSDARG00000068274	0.8551
4	ENSDARG00000068286	0.8566
4	ENSDARG00000068296	0.8578
4	ENSDARG00000068365	0.8397
4	ENSDARG00000068370	0.4561
4	ENSDARG00000068397	0.8134
4	ENSDARG00000068398	0.7234
4	ENSDARG00000068421	0.8570
4	ENSDARG00000068480	0.8718
4	ENSDARG00000068582	0.4710
4	ENSDARG00000068624	0.8360
4	ENSDARG00000068701	0.8691
4	ENSDARG00000068714	0.8683
4	ENSDARG00000068716	0.7709
4	ENSDARG00000068745	0.8751
4	ENSDARG00000068989	0.7284
4	ENSDARG00000069011	0.8025
4	ENSDARG00000069029	0.1771
4	ENSDARG00000069030	0.8454
4	ENSDARG00000069101	0.8597
4	ENSDARG00000069117	0.6692
4	ENSDARG00000069129	0.0606
4	ENSDARG00000069139	0.7179
4	ENSDARG00000069160	0.6066
4	ENSDARG00000069196	0.8659
4	ENSDARG00000069339	0.1800
4	ENSDARG00000069402	0.8504
4	ENSDARG00000069440	0.4858
4	ENSDARG00000069451	0.7898
4	ENSDARG00000069469	0.8577
4	ENSDARG00000069540	0.8394
4	ENSDARG00000069552	0.7802
4	ENSDARG00000069698	0.8124
4	ENSDARG00000069710	0.7921
4	ENSDARG00000069726	0.8601
4	ENSDARG00000069748	0.8719
4	ENSDARG00000069792	0.8694
4	ENSDARG00000069799	0.8650
4	ENSDARG00000069895	0.8562
4	ENSDARG00000069970	0.8061
4	ENSDARG00000070074	0.8673
4	ENSDARG00000070078	0.8381
4	ENSDARG00000070150	0.7919
4	ENSDARG00000070498	0.8587
4	ENSDARG00000070504	0.7676
4	ENSDARG00000070567	0.8545
4	ENSDARG00000070575	0.8648
4	ENSDARG00000070578	0.8272
4	ENSDARG00000070620	0.8714
4	ENSDARG00000070730	0.6476
4	ENSDARG00000070812	0.8567
4	ENSDARG00000070929	0.8706
4	ENSDARG00000070952	0.8635
4	ENSDARG00000071026	0.7586
4	ENSDARG00000071325	0.8197
4	ENSDARG00000071347	0.2945
4	ENSDARG00000071374	0.8338
4	ENSDARG00000071384	0.8372
4	ENSDARG00000071585	0.8332
4	ENSDARG00000071618	0.8379
4	ENSDARG00000071658	0.8692
4	ENSDARG00000071678	0.8189
4	ENSDARG00000071876	0.0893
4	ENSDARG00000073744	0.8521
4	ENSDARG00000073750	0.8502
4	ENSDARG00000073752	0.8181
4	ENSDARG00000073802	0.8336
4	ENSDARG00000073824	0.8599
4	ENSDARG00000073876	0.8214
4	ENSDARG00000073883	0.6579
4	ENSDARG00000074001	0.8417
4	ENSDARG00000074120	0.0706
4	ENSDARG00000074136	0.8720
4	ENSDARG00000074255	0.8579
4	ENSDARG00000074308	0.8609
4	ENSDARG00000074328	0.8424
4	ENSDARG00000074505	0.8687
4	ENSDARG00000074510	0.8371
4	ENSDARG00000074521	0.8583
4	ENSDARG00000074535	0.8492
4	ENSDARG00000074558	0.6746
4	ENSDARG00000074663	0.7667
4	ENSDARG00000074723	0.7823
4	ENSDARG00000074732	0.7057
4	ENSDARG00000074777	0.5674
4	ENSDARG00000074802	0.8373
4	ENSDARG00000074866	0.8369
4	ENSDARG00000074902	0.7775
4	ENSDARG00000074905	0.8357
4	ENSDARG00000074921	0.8678
4	ENSDARG00000074989	0.8311
4	ENSDARG00000075126	0.8651
4	ENSDARG00000075133	0.8566
4	ENSDARG00000075281	0.6830
4	ENSDARG00000075282	0.8289
4	ENSDARG00000075352	0.8136
4	ENSDARG00000075376	0.8166
4	ENSDARG00000075454	0.8638
4	ENSDARG00000075564	0.6740
4	ENSDARG00000075625	0.0117
4	ENSDARG00000075731	0.8665
4	ENSDARG00000075785	0.8528
4	ENSDARG00000075928	0.7186
4	ENSDARG00000076001	0.8338
4	ENSDARG00000076020	0.8591
4	ENSDARG00000076127	0.8490
4	ENSDARG00000076170	0.8499
4	ENSDARG00000076182	0.8573
4	ENSDARG00000076269	0.7578
4	ENSDARG00000076312	0.1841
4	ENSDARG00000076364	0.8477
4	ENSDARG00000076373	0.8705
4	ENSDARG00000076443	0.8605
4	ENSDARG00000076500	0.8210
4	ENSDARG00000076534	0.8165
4	ENSDARG00000076541	0.3664
4	ENSDARG00000076572	0.7682
4	ENSDARG00000076679	0.8537
4	ENSDARG00000076697	0.7864
4	ENSDARG00000076757	0.8235
4	ENSDARG00000076790	0.8653
4	ENSDARG00000076797	0.8193
4	ENSDARG00000076824	0.7488
4	ENSDARG00000076997	0.8152
4	ENSDARG00000077023	0.8605
4	ENSDARG00000077053	0.8224
4	ENSDARG00000077084	0.7511
4	ENSDARG00000077162	0.8576
4	ENSDARG00000077165	0.8703
4	ENSDARG00000077193	0.8428
4	ENSDARG00000077240	0.8541
4	ENSDARG00000077265	0.8307
4	ENSDARG00000077329	0.8689
4	ENSDARG00000077465	0.4496
4	ENSDARG00000077608	0.8005
4	ENSDARG00000077656	0.8587
4	ENSDARG00000077688	0.7397
4	ENSDARG00000077709	0.8656
4	ENSDARG00000077721	0.8162
4	ENSDARG00000077726	0.7608
4	ENSDARG00000077761	0.8582
4	ENSDARG00000077791	0.7505
4	ENSDARG00000077920	0.7569
4	ENSDARG00000077986	0.8518
4	ENSDARG00000077994	0.8100
4	ENSDARG00000077996	0.4609
4	ENSDARG00000078060	0.6229
4	ENSDARG00000078087	0.8128
4	ENSDARG00000078088	0.3383
4	ENSDARG00000078125	0.8579
4	ENSDARG00000078151	0.7423
4	ENSDARG00000078178	0.8377
4	ENSDARG00000078187	0.6537
4	ENSDARG00000078226	0.8649
4	ENSDARG00000078302	0.8531
4	ENSDARG00000078415	0.8419
4	ENSDARG00000078504	0.8505
4	ENSDARG00000078523	0.1918
4	ENSDARG00000078529	0.8626
4	ENSDARG00000078536	0.8380
4	ENSDARG00000078847	0.7798
4	ENSDARG00000078891	0.7950
4	ENSDARG00000078898	0.8646
4	ENSDARG00000078902	0.8458
4	ENSDARG00000078917	0.8409
4	ENSDARG00000078981	0.8164
4	ENSDARG00000079008	0.8537
4	ENSDARG00000079024	0.8507
4	ENSDARG00000079078	0.8521
4	ENSDARG00000079102	0.8480
4	ENSDARG00000079166	0.6050
4	ENSDARG00000079167	0.8237
4	ENSDARG00000079264	0.8205
4	ENSDARG00000079323	0.7414
4	ENSDARG00000079366	0.7342
4	ENSDARG00000079396	0.8556
4	ENSDARG00000079453	0.7143
4	ENSDARG00000079474	0.2268
4	ENSDARG00000079500	0.8725
4	ENSDARG00000079575	0.7842
4	ENSDARG00000079620	0.2552
4	ENSDARG00000079665	0.8704
4	ENSDARG00000079670	0.7489
4	ENSDARG00000079698	0.4167
4	ENSDARG00000079700	0.8681
4	ENSDARG00000079741	0.7925
4	ENSDARG00000079742	0.8480
4	ENSDARG00000079781	0.8628
4	ENSDARG00000079805	0.8577
4	ENSDARG00000079840	0.5250
4	ENSDARG00000079847	0.8012
4	ENSDARG00000079857	0.8710
4	ENSDARG00000079876	0.3072
4	ENSDARG00000080895	0.8476
4	ENSDARG00000081299	0.8578
4	ENSDARG00000083557	0.1128
4	ENSDARG00000083959	0.8513
4	ENSDARG00000085362	0.8187
4	ENSDARG00000085955	0.7356
4	ENSDARG00000086027	0.8186
4	ENSDARG00000086104	0.8357
4	ENSDARG00000086114	0.8544
4	ENSDARG00000086214	0.8698
4	ENSDARG00000086215	0.8669
4	ENSDARG00000086327	0.7880
4	ENSDARG00000086362	0.8619
4	ENSDARG00000086603	0.8529
4	ENSDARG00000086665	0.8374
4	ENSDARG00000086706	0.8634
4	ENSDARG00000086892	0.8073
4	ENSDARG00000087040	0.8662
4	ENSDARG00000087054	0.8180
4	ENSDARG00000087241	0.1807
4	ENSDARG00000087301	0.8644
4	ENSDARG00000087319	0.8441
4	ENSDARG00000087601	0.0738
4	ENSDARG00000087688	0.8699
4	ENSDARG00000087753	0.8590
4	ENSDARG00000087765	0.8530
4	ENSDARG00000087981	0.6527
4	ENSDARG00000087983	0.7936
4	ENSDARG00000088036	0.8326
4	ENSDARG00000088136	0.8630
4	ENSDARG00000088181	0.8674
4	ENSDARG00000088234	0.8238
4	ENSDARG00000088408	0.7963
4	ENSDARG00000088593	0.8530
4	ENSDARG00000088631	0.5129
4	ENSDARG00000088680	0.7419
4	ENSDARG00000088740	0.8455
4	ENSDARG00000088798	0.5182
4	ENSDARG00000088823	0.8614
4	ENSDARG00000088972	0.4616
4	ENSDARG00000089076	0.8498
4	ENSDARG00000089086	0.6231
4	ENSDARG00000089092	0.8564
4	ENSDARG00000089183	0.6983
4	ENSDARG00000089255	0.8431
4	ENSDARG00000089271	0.7919
4	ENSDARG00000089292	0.8317
4	ENSDARG00000089296	0.8292
4	ENSDARG00000089303	0.8636
4	ENSDARG00000089314	0.8556
4	ENSDARG00000089562	0.6852
4	ENSDARG00000089724	0.8559
4	ENSDARG00000089742	0.8495
4	ENSDARG00000089837	0.5274
4	ENSDARG00000089874	0.8618
4	ENSDARG00000089877	0.8559
4	ENSDARG00000089878	0.8116
4	ENSDARG00000089943	0.8736
4	ENSDARG00000090062	0.7502
4	ENSDARG00000090164	0.6544
4	ENSDARG00000090213	0.7032
4	ENSDARG00000090232	0.1631
4	ENSDARG00000090346	0.0424
4	ENSDARG00000090348	0.8211
4	ENSDARG00000090371	0.8282
4	ENSDARG00000090398	0.4047
4	ENSDARG00000090499	0.7738
4	ENSDARG00000090526	0.7745
4	ENSDARG00000090618	0.7439
4	ENSDARG00000090623	0.8184
4	ENSDARG00000090642	0.8464
4	ENSDARG00000090670	0.8572
4	ENSDARG00000090696	0.7611
4	ENSDARG00000090727	0.8675
4	ENSDARG00000090833	0.7296
4	ENSDARG00000090910	0.7949
4	ENSDARG00000090914	0.8151
4	ENSDARG00000090986	0.6859
4	ENSDARG00000091029	0.8179
4	ENSDARG00000091043	0.7553
4	ENSDARG00000091130	0.8116
4	ENSDARG00000091140	0.0646
4	ENSDARG00000091233	0.8451
4	ENSDARG00000091277	0.8148
4	ENSDARG00000091317	0.2104
4	ENSDARG00000091359	0.8694
4	ENSDARG00000091419	0.6623
4	ENSDARG00000091445	0.8636
4	ENSDARG00000091509	0.8690
4	ENSDARG00000091557	0.8228
4	ENSDARG00000091602	0.3010
4	ENSDARG00000091683	0.8603
4	ENSDARG00000091836	0.1192
4	ENSDARG00000091961	0.4097
4	ENSDARG00000091962	0.6354
4	ENSDARG00000091976	0.8245
4	ENSDARG00000092039	0.5065
4	ENSDARG00000092067	0.8377
4	ENSDARG00000092277	0.3867
4	ENSDARG00000092309	0.8635
4	ENSDARG00000092423	0.8660
4	ENSDARG00000092427	0.3559
4	ENSDARG00000092517	0.8154
4	ENSDARG00000092624	0.8316
4	ENSDARG00000092638	0.8604
4	ENSDARG00000092653	0.8413
4	ENSDARG00000092708	0.7567
4	ENSDARG00000092774	0.8512
4	ENSDARG00000092778	0.8239
4	ENSDARG00000092810	0.8083
4	ENSDARG00000092970	0.2216
4	ENSDARG00000093006	0.2648
4	ENSDARG00000093011	0.8190
4	ENSDARG00000093021	0.7492
4	ENSDARG00000093088	0.6533
4	ENSDARG00000093091	0.8624
4	ENSDARG00000093159	0.8160
4	ENSDARG00000093198	0.8183
4	ENSDARG00000093269	0.6736
4	ENSDARG00000093306	0.6750
4	ENSDARG00000093327	0.8574
4	ENSDARG00000093376	0.2435
4	ENSDARG00000093438	0.8439
4	ENSDARG00000093488	0.8559
4	ENSDARG00000093557	0.3664
4	ENSDARG00000093565	0.7547
4	ENSDARG00000093575	0.8377
4	ENSDARG00000093579	0.8575
4	ENSDARG00000093641	0.3828
4	ENSDARG00000093704	0.8396
4	ENSDARG00000093753	0.8427
4	ENSDARG00000093764	0.8428
4	ENSDARG00000093781	0.8552
4	ENSDARG00000093796	0.7264
4	ENSDARG00000093957	0.8288
4	ENSDARG00000093973	0.8319
4	ENSDARG00000094003	0.7935
4	ENSDARG00000094052	0.8656
4	ENSDARG00000094085	0.8430
4	ENSDARG00000094086	0.4960
4	ENSDARG00000094172	0.8346
4	ENSDARG00000094298	0.8481
4	ENSDARG00000094346	0.8588
4	ENSDARG00000094401	0.8195
4	ENSDARG00000094403	0.8238
4	ENSDARG00000094451	0.8565
4	ENSDARG00000094498	0.5216
4	ENSDARG00000094522	0.6754
4	ENSDARG00000094537	0.8503
4	ENSDARG00000094556	0.8588
4	ENSDARG00000094566	0.8683
4	ENSDARG00000094571	0.8232
4	ENSDARG00000094577	0.8684
4	ENSDARG00000094608	0.4587
4	ENSDARG00000094621	0.8656
4	ENSDARG00000094660	0.8285
4	ENSDARG00000094666	0.8596
4	ENSDARG00000094694	0.8633
4	ENSDARG00000094860	0.8724
4	ENSDARG00000094927	0.8620
4	ENSDARG00000094935	0.8358
4	ENSDARG00000094965	0.3372
4	ENSDARG00000094984	0.8337
4	ENSDARG00000095112	0.6024
4	ENSDARG00000095288	0.2546
4	ENSDARG00000095308	0.7048
4	ENSDARG00000095325	0.8099
4	ENSDARG00000095393	0.8505
4	ENSDARG00000095483	0.7720
4	ENSDARG00000095502	0.8360
4	ENSDARG00000095518	0.8208
4	ENSDARG00000095533	0.8283
4	ENSDARG00000095692	0.8311
4	ENSDARG00000095754	0.8524
4	ENSDARG00000095787	0.8578
4	ENSDARG00000095854	0.7185
4	ENSDARG00000095906	0.8276
4	ENSDARG00000096163	0.8120
4	ENSDARG00000096271	0.7609
4	ENSDARG00000096325	0.7974
4	ENSDARG00000096327	0.7513
4	ENSDARG00000096383	0.8634
4	ENSDARG00000096460	0.8623
4	ENSDARG00000096644	0.6252
4	ENSDARG00000096694	0.6895
4	ENSDARG00000096700	0.7128
4	ENSDARG00000096758	0.7900
4	ENSDARG00000096878	0.8479
4	ENSDARG00000096889	0.8712
4	ENSDARG00000096896	0.7906
4	ENSDARG00000096905	0.8090
4	ENSDARG00000096922	0.8650
4	ENSDARG00000096991	0.8610
4	ENSDARG00000097003	0.7884
4	ENSDARG00000097060	0.8660
4	ENSDARG00000097110	0.8189
4	ENSDARG00000097135	0.6065
4	ENSDARG00000097160	0.8465
4	ENSDARG00000097167	0.8538
4	ENSDARG00000097170	0.3867
4	ENSDARG00000097196	0.8594
4	ENSDARG00000097222	0.8520
4	ENSDARG00000097256	0.8097
4	ENSDARG00000097279	0.8695
4	ENSDARG00000097282	0.8281
4	ENSDARG00000097298	0.8498
4	ENSDARG00000097317	0.8328
4	ENSDARG00000097332	0.8614
4	ENSDARG00000097396	0.4106
4	ENSDARG00000097406	0.8560
4	ENSDARG00000097415	0.8332
4	ENSDARG00000097492	0.6592
4	ENSDARG00000097500	0.8431
4	ENSDARG00000097536	0.8449
4	ENSDARG00000097549	0.8213
4	ENSDARG00000097636	0.7765
4	ENSDARG00000097645	0.8593
4	ENSDARG00000097648	0.2421
4	ENSDARG00000097649	0.2846
4	ENSDARG00000097689	0.7655
4	ENSDARG00000097694	0.8572
4	ENSDARG00000097706	0.8082
4	ENSDARG00000097770	0.8259
4	ENSDARG00000097817	0.7581
4	ENSDARG00000097821	0.8621
4	ENSDARG00000097833	0.8344
4	ENSDARG00000097874	0.8032
4	ENSDARG00000097950	0.2172
4	ENSDARG00000097974	0.8538
4	ENSDARG00000097999	0.8406
4	ENSDARG00000098006	0.8710
4	ENSDARG00000098012	0.8635
4	ENSDARG00000098030	0.7860
4	ENSDARG00000098039	0.8459
4	ENSDARG00000098042	0.8637
4	ENSDARG00000098049	0.8650
4	ENSDARG00000098057	0.8620
4	ENSDARG00000098090	0.8549
4	ENSDARG00000098099	0.6969
4	ENSDARG00000098140	0.7989
4	ENSDARG00000098213	0.8346
4	ENSDARG00000098226	0.8524
4	ENSDARG00000098241	0.7942
4	ENSDARG00000098243	0.8780
4	ENSDARG00000098293	0.4945
4	ENSDARG00000098316	0.8569
4	ENSDARG00000098368	0.8474
4	ENSDARG00000098395	0.7975
4	ENSDARG00000098407	0.7742
4	ENSDARG00000098428	0.8547
4	ENSDARG00000098511	0.8705
4	ENSDARG00000098523	0.8115
4	ENSDARG00000098577	0.7324
4	ENSDARG00000098673	0.8357
4	ENSDARG00000098702	0.8644
4	ENSDARG00000098706	0.8556
4	ENSDARG00000098751	0.8633
4	ENSDARG00000098810	0.3383
4	ENSDARG00000098817	0.8645
4	ENSDARG00000098834	0.7414
4	ENSDARG00000098856	0.8065
4	ENSDARG00000098892	0.8006
4	ENSDARG00000098925	0.8212
4	ENSDARG00000098936	0.8086
4	ENSDARG00000098937	0.8535
4	ENSDARG00000098963	0.8549
4	ENSDARG00000099002	0.2800
4	ENSDARG00000099034	0.6801
4	ENSDARG00000099035	0.8177
4	ENSDARG00000099056	0.5421
4	ENSDARG00000099069	0.8655
4	ENSDARG00000099081	0.8605
4	ENSDARG00000099108	0.8401
4	ENSDARG00000099175	0.3578
4	ENSDARG00000099215	0.8576
4	ENSDARG00000099221	0.7944
4	ENSDARG00000099240	0.2032
4	ENSDARG00000099257	0.6015
4	ENSDARG00000099265	0.8642
4	ENSDARG00000099284	0.8615
4	ENSDARG00000099323	0.3776
4	ENSDARG00000099351	0.6691
4	ENSDARG00000099418	0.7754
4	ENSDARG00000099427	0.7201
4	ENSDARG00000099446	0.7943
4	ENSDARG00000099487	0.8613
4	ENSDARG00000099535	0.8643
4	ENSDARG00000099574	0.8633
4	ENSDARG00000099648	0.8642
4	ENSDARG00000099720	0.8624
4	ENSDARG00000099752	0.5131
4	ENSDARG00000099802	0.7589
4	ENSDARG00000099832	0.8276
4	ENSDARG00000099841	0.2982
4	ENSDARG00000099850	0.8720
4	ENSDARG00000099927	0.8635
4	ENSDARG00000100007	0.8546
4	ENSDARG00000100032	0.6782
4	ENSDARG00000100093	0.8656
4	ENSDARG00000100145	0.8529
4	ENSDARG00000100166	0.8404
4	ENSDARG00000100233	0.8664
4	ENSDARG00000100244	0.8003
4	ENSDARG00000100258	0.8235
4	ENSDARG00000100270	0.7534
4	ENSDARG00000100281	0.7756
4	ENSDARG00000100313	0.8616
4	ENSDARG00000100332	0.8025
4	ENSDARG00000100336	0.8644
4	ENSDARG00000100424	0.8453
4	ENSDARG00000100429	0.8665
4	ENSDARG00000100430	0.8164
4	ENSDARG00000100464	0.8675
4	ENSDARG00000100635	0.8567
4	ENSDARG00000100642	0.8027
4	ENSDARG00000100670	0.8631
4	ENSDARG00000100672	0.6686
4	ENSDARG00000100722	0.5043
4	ENSDARG00000100737	0.1718
4	ENSDARG00000100772	0.5925
4	ENSDARG00000100781	0.8382
4	ENSDARG00000100795	0.8388
4	ENSDARG00000100819	0.2592
4	ENSDARG00000100847	0.8282
4	ENSDARG00000100887	0.8546
4	ENSDARG00000100958	0.8431
4	ENSDARG00000101020	0.4464
4	ENSDARG00000101064	0.5216
4	ENSDARG00000101125	0.8668
4	ENSDARG00000101197	0.8582
4	ENSDARG00000101263	0.8349
4	ENSDARG00000101280	0.8556
4	ENSDARG00000101297	0.7931
4	ENSDARG00000101318	0.8719
4	ENSDARG00000101338	0.1229
4	ENSDARG00000101389	0.8668
4	ENSDARG00000101446	0.8379
4	ENSDARG00000101458	0.8466
4	ENSDARG00000101478	0.8083
4	ENSDARG00000101501	0.8540
4	ENSDARG00000101566	0.7874
4	ENSDARG00000101583	0.8318
4	ENSDARG00000101585	0.8123
4	ENSDARG00000101589	0.8626
4	ENSDARG00000101606	0.2733
4	ENSDARG00000101654	0.8662
4	ENSDARG00000101667	0.8666
4	ENSDARG00000101716	0.3374
4	ENSDARG00000101735	0.8459
4	ENSDARG00000101795	0.7754
4	ENSDARG00000101831	0.8037
4	ENSDARG00000101858	0.8352
4	ENSDARG00000101883	0.8567
4	ENSDARG00000101917	0.8574
4	ENSDARG00000101967	0.8689
4	ENSDARG00000101984	0.8185
4	ENSDARG00000101995	0.8712
4	ENSDARG00000102017	0.8557
4	ENSDARG00000102095	0.8547
4	ENSDARG00000102198	0.7847
4	ENSDARG00000102202	0.8217
4	ENSDARG00000102229	0.5443
4	ENSDARG00000102299	0.5417
4	ENSDARG00000102308	0.5309
4	ENSDARG00000102319	0.8566
4	ENSDARG00000102376	0.7968
4	ENSDARG00000102378	0.8469
4	ENSDARG00000102453	0.8463
4	ENSDARG00000102459	0.8007
4	ENSDARG00000102463	0.8593
4	ENSDARG00000102472	0.6828
4	ENSDARG00000102564	0.6533
4	ENSDARG00000102675	0.0983
4	ENSDARG00000102702	0.1877
4	ENSDARG00000102730	0.8229
4	ENSDARG00000102734	0.1325
4	ENSDARG00000102755	0.8141
4	ENSDARG00000102773	0.8639
4	ENSDARG00000102845	0.7653
4	ENSDARG00000102955	0.6577
4	ENSDARG00000102969	0.8208
4	ENSDARG00000102975	0.8667
4	ENSDARG00000103001	0.8590
4	ENSDARG00000103002	0.4878
4	ENSDARG00000103013	0.8489
4	ENSDARG00000103048	0.7360
4	ENSDARG00000103057	0.8552
4	ENSDARG00000103071	0.8439
4	ENSDARG00000103150	0.8529
4	ENSDARG00000103184	0.8610
4	ENSDARG00000103278	0.8750
4	ENSDARG00000103359	0.5434
4	ENSDARG00000103480	0.8693
4	ENSDARG00000103488	0.6819
4	ENSDARG00000103490	0.7980
4	ENSDARG00000103495	0.8615
4	ENSDARG00000103535	0.8607
4	ENSDARG00000103556	0.2857
4	ENSDARG00000103562	0.7582
4	ENSDARG00000103574	0.8323
4	ENSDARG00000103588	0.8402
4	ENSDARG00000103644	0.8554
4	ENSDARG00000103648	0.7832
4	ENSDARG00000103651	0.8443
4	ENSDARG00000103703	0.8561
4	ENSDARG00000103773	0.8256
4	ENSDARG00000103802	0.4296
4	ENSDARG00000103848	0.8600
4	ENSDARG00000103906	0.8031
4	ENSDARG00000103914	0.7615
4	ENSDARG00000103934	0.4405
4	ENSDARG00000104039	0.8312
4	ENSDARG00000104047	0.8269
4	ENSDARG00000104080	0.8652
4	ENSDARG00000104084	0.8325
4	ENSDARG00000104101	0.8289
4	ENSDARG00000104105	0.8530
4	ENSDARG00000104113	0.1155
4	ENSDARG00000104134	0.8595
4	ENSDARG00000104258	0.8617
4	ENSDARG00000104347	0.2376
4	ENSDARG00000104361	0.8545
4	ENSDARG00000104384	0.7933
4	ENSDARG00000104415	0.8192
4	ENSDARG00000104439	0.8665
4	ENSDARG00000104442	0.8381
4	ENSDARG00000104497	0.8585
4	ENSDARG00000104512	0.8598
4	ENSDARG00000104516	0.8455
4	ENSDARG00000104563	0.7456
4	ENSDARG00000104598	0.8018
4	ENSDARG00000104618	0.8547
4	ENSDARG00000104664	0.7229
4	ENSDARG00000104686	0.2861
4	ENSDARG00000104810	0.8638
4	ENSDARG00000104826	0.8514
4	ENSDARG00000104853	0.5027
4	ENSDARG00000104867	0.8499
4	ENSDARG00000104868	0.8552
4	ENSDARG00000104891	0.3037
4	ENSDARG00000104945	0.8619
4	ENSDARG00000104947	0.8058
4	ENSDARG00000104989	0.8654
4	ENSDARG00000105003	0.8573
4	ENSDARG00000105034	0.8379
4	ENSDARG00000105121	0.7580
4	ENSDARG00000105157	0.7703
4	ENSDARG00000105178	0.8320
4	ENSDARG00000105184	0.8651
4	ENSDARG00000105201	0.8697
4	ENSDARG00000105296	0.8418
4	ENSDARG00000105322	0.8426
4	ENSDARG00000105344	0.7734
4	ENSDARG00000105380	0.7958
4	ENSDARG00000105422	0.8606
4	ENSDARG00000105434	0.6768
4	ENSDARG00000105441	0.6183
4	ENSDARG00000105529	0.8396
4	ENSDARG00000105590	0.7613
4	ENSDARG00000105630	0.3723
4	ENSDARG00000105707	0.8652
4	ENSDARG00000105714	0.8501
4	ENSDARG00000105760	0.8482
4	ENSDARG00000105924	0.5970
4	ENSDARG00000106989	0.1791
4	ENSDARG00000109259	0.8483
4	ENSDARG00000109456	0.7985
4	ENSDARG00000109564	0.6955
4	ENSDARG00000109600	0.8288
4	ENSDARG00000109648	0.8414
4	ENSDARG00000109662	0.8600
4	ENSDARG00000109680	0.1837
4	ENSDARG00000109703	0.8533
4	ENSDARG00000109742	0.8186
4	ENSDARG00000109770	0.8577
4	ENSDARG00000109790	0.3231
4	ENSDARG00000109820	0.8328
4	ENSDARG00000109823	0.1419
4	ENSDARG00000109831	0.5402
4	ENSDARG00000109885	0.8410
4	ENSDARG00000109920	0.8627
4	ENSDARG00000110020	0.8557
4	ENSDARG00000110040	0.8512
4	ENSDARG00000110054	0.8220
4	ENSDARG00000110155	0.7050
4	ENSDARG00000110194	0.2530
4	ENSDARG00000110206	0.8000
4	ENSDARG00000110320	0.8442
4	ENSDARG00000110374	0.0358
4	ENSDARG00000110427	0.1038
4	ENSDARG00000110448	0.4592
4	ENSDARG00000110513	0.8639
4	ENSDARG00000110523	0.6592
4	ENSDARG00000110673	0.3778
4	ENSDARG00000110726	0.7873
4	ENSDARG00000110740	0.3929
4	ENSDARG00000110780	0.1989
4	ENSDARG00000110874	0.8434
4	ENSDARG00000110940	0.7961
4	ENSDARG00000110942	0.8491
4	ENSDARG00000110984	0.8178
4	ENSDARG00000110996	0.7806
4	ENSDARG00000111011	0.2579
4	ENSDARG00000111067	0.8596
4	ENSDARG00000111085	0.8431
4	ENSDARG00000111086	0.8484
4	ENSDARG00000111110	0.8709
4	ENSDARG00000111143	0.8666
